speed,dir_consistency,stabilization,turning_angle,dir_autocorr,tortuosity,effective_dim,cos_slope,dist_slope,early_late_ratio,radius_of_gyration,gyration_anisotropy,drift_to_spread,dir_autocorr_lag2,dir_autocorr_lag4,dir_autocorr_lag8,vel_autocorr_lag1,vel_autocorr_lag2,vel_autocorr_lag4,msd_exponent,cos_to_running_mean,cos_to_late_window,time_to_commit,recurrence_rate,determinism,laminarity,trapping_time,diagonal_entropy,psd_slope,spectral_entropy,layer,group,problem_id,condition,correct,interlayer_alignment_mean,depth_accel_speed,depth_accel_tortuosity
1.242669701576233,0.04476499557495117,0.010171322572615838,2.0529978275299072,-0.4528692364692688,0.03378045931458473,11.120065689086914,-0.00784306129076398,0.012464299413465687,0.7758079767227173,0.9233353137969971,0.8867193011225163,1.409365177154541,0.0040009282529354095,0.03941972553730011,0.04742272570729256,-0.8087491393089294,0.05660054832696915,0.07370640337467194,0.012189169314716393,0.561944305896759,0.4048602283000946,5.0,0.038306451612903226,0.10526315789473684,0.21052631578947367,2.0,-1.000088900581841e-12,-0.6253145825808506,0.8697051577679052,0,G1,0,direct,False,,,
21.767837524414062,0.04504435509443283,0.03334964936779389,2.0662424564361572,-0.4683762788772583,0.03469710424542427,14.109515190124512,-0.0029565699578773573,0.07801387675346867,0.8688199520111084,15.909688949584961,0.8950122396799255,1.4716635942459106,-0.00977385975420475,0.050116077065467834,0.03876889869570732,-236.9287567138672,4.712068557739258,21.11512565612793,0.01039829400408078,0.6096347570419312,0.4793137013912201,5.0,0.0,,,,,-1.8283558698949387,0.7921739242314638,1,G1,0,direct,False,,,
22.540992736816406,0.04632822796702385,0.055418262558598684,2.0446622371673584,-0.4501298666000366,0.035035714507102966,14.513860702514648,-0.002345568734791971,0.07849185928221672,0.8762005567550659,16.885467529296875,0.9016639623070717,1.449881911277771,-0.022202059626579285,0.050303321331739426,0.04200151562690735,-245.5850067138672,-1.5667669773101807,22.481822967529297,0.0333562333162138,0.7275612354278564,0.6405259966850281,5.0,0.0,,,,,-2.0087896550536666,0.778303547928026,2,G1,0,direct,False,,,
23.68783187866211,0.04890620335936546,0.03936710434575234,2.0287272930145264,-0.4362703859806061,0.035610076040029526,15.081160545349121,-0.001378862403573528,0.05204827093308971,0.8959971070289612,18.18328285217285,0.9061213093694976,1.4380950927734375,-0.02838173881173134,0.04817192628979683,0.04162644222378731,-261.2706298828125,-7.003342151641846,24.395952224731445,0.06364504455730487,0.71876060962677,0.6214196681976318,5.0,0.0,,,,,-1.9749057281491664,0.7732760560047309,3,G1,0,direct,False,,,
25.87442970275879,0.05109589174389839,0.03801353054661904,2.0228638648986816,-0.43129199743270874,0.03488374873995781,15.575639724731445,-0.001923695230676282,0.05737264310159991,0.8945066332817078,20.119037628173828,0.905777427126504,1.3907479047775269,-0.029532039538025856,0.04718973860144615,0.043128058314323425,-307.33935546875,-10.328505516052246,27.767635345458984,0.08846166969989128,0.6948541402816772,0.5869858264923096,5.0,0.0,,,,,-2.2147730797358816,0.7926509839247842,4,G1,0,direct,False,,,
28.448406219482422,0.05150700360536575,0.009062755492425734,2.0029637813568115,-0.41435450315475464,0.03507925570011139,16.152063369750977,-0.0013125954015601074,0.027368770107146244,0.9231762886047363,22.624624252319336,0.9090685044700104,1.3673779964447021,-0.041972920298576355,0.040693122893571854,0.040939994156360626,-356.4432678222656,-24.883434295654297,28.33497428894043,0.10947358677459616,0.690919041633606,0.5678480267524719,5.0,0.0,,,,,-1.580477047658744,0.8116078267775422,5,G1,0,direct,False,,,
31.77063751220703,0.05057089030742645,0.026265687327231124,2.0099434852600098,-0.4197131395339966,0.036542028188705444,16.2574520111084,-0.002542126160715857,0.05886714304647137,0.9034565091133118,25.26997947692871,0.9048540203363129,1.4242143630981445,-0.031117139384150505,0.05166149139404297,0.04174794256687164,-446.4094543457031,-21.645753860473633,48.98124694824219,0.12082995733039355,0.6771478652954102,0.5544359683990479,5.0,0.0,,,,,-2.0787478589802983,0.8010968882325938,6,G1,0,direct,False,,,
34.1351203918457,0.050396449863910675,0.11846247949907855,2.005438804626465,-0.41601836681365967,0.035369519144296646,16.55998992919922,-0.0029662392372565892,0.09924301101315403,0.8909627795219421,27.42622947692871,0.9052501826780295,1.3646653890609741,-0.03154001384973526,0.05401192605495453,0.03415724262595177,-511.7044677734375,-26.49612045288086,58.30824279785156,0.1320504734731928,0.6807416677474976,0.5520875453948975,5.0,0.0,,,,,-1.6252899156422278,0.8099802464591164,7,G1,0,direct,False,,,
37.65775680541992,0.04740756377577782,0.008275891888526184,2.008388042449951,-0.41809600591659546,0.034450236707925797,16.46632194519043,-0.0011278778374675781,0.03838723398024038,0.917279839515686,30.00619888305664,0.9117514524845483,1.3402856588363647,-0.040080659091472626,0.054409418255090714,0.0243443101644516,-628.024658203125,-42.408138275146484,70.6270980834961,0.12148607168346268,0.6646750569343567,0.5237027406692505,5.0,0.0,,,,,-2.093194269282728,0.7581892398759849,8,G1,0,direct,False,,,
41.420677185058594,0.052535269409418106,0.06426329997278028,1.9912630319595337,-0.4012596309185028,0.03589662164449692,16.860116958618164,-0.0025579203280710404,0.10451010350258114,0.883186399936676,33.450897216796875,0.905260180465833,1.3779222965240479,-0.051520559936761856,0.05247548595070839,0.019256314262747765,-733.0798950195312,-81.14366912841797,81.08003997802734,0.1329755669517356,0.65220707654953,0.5055022239685059,5.0,0.0,,,,,-1.681495453714489,0.8473754762986742,9,G1,0,direct,False,,,
43.75592803955078,0.05133632943034172,0.19157781908589028,1.9981213808059692,-0.4074499011039734,0.036319930106401443,16.18616485595703,-0.0029285390050180497,0.18405423010549232,0.8581328988075256,35.46864318847656,0.8997494553717695,1.3889896869659424,-0.03819505125284195,0.0496361069381237,0.020272964611649513,-836.8294067382812,-48.5492057800293,89.38347625732422,0.14136971664461997,0.6477211713790894,0.49396660923957825,5.0,0.0,,,,,-1.9547268911749776,0.8120867311233785,10,G1,0,direct,False,,,
44.91516876220703,0.05238070338964462,0.18613837842018371,2.0000011920928955,-0.4092923104763031,0.035660773515701294,16.01594352722168,-0.0022077289139551502,0.18849389245433193,0.8615598082542419,36.206729888916016,0.8990906428129632,1.3713748455047607,-0.042822424322366714,0.045148249715566635,0.018622325733304024,-890.6311645507812,-53.402732849121094,79.19575500488281,0.13382323843926525,0.6691952347755432,0.5218766927719116,5.0,0.0,,,,,-2.0014232601302298,0.8088664018663871,11,G1,0,direct,False,,,
47.33938980102539,0.05042266473174095,0.20763063892241446,2.0009870529174805,-0.4109118580818176,0.035662226378917694,15.96779727935791,-0.0025740177340565196,0.2368204393694478,0.8517165780067444,37.95983123779297,0.8952035862298328,1.3786959648132324,-0.04843328893184662,0.047526996582746506,0.014119614847004414,-980.7044677734375,-80.91532897949219,87.81383514404297,0.11972129878729981,0.6729558110237122,0.5281711220741272,5.0,0.0,,,,,-1.7987521373505666,0.8300925470951842,12,G1,0,direct,False,,,
